videoname,paramQP,frameWidth,frameHeight,CU_width,CU_height,topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,qtdepth,mtdepth,splitType,cost,RDCost,target,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum
BasketballPass,22,416,240,32,32,32,32,63,63,3,2,0,BI_HORZ,5278607,5278607,0,10056.839599609377,519.640625,59488.0,26880.0,2.2130952380952382,532112.0,7054.0615234375,544.96875,6560.0,55872.0,0.11741122565864835,279024.0,11776.58984375,494.3125,52928.0,38912.0,1.3601973684210529,253088.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,32,96,63,127,1,1,2,BI_HORZ,8215156,8215156,0,11683.8115234375,392.46875,3744.0,59232.0,0.06320907617504051,401888.0,12582.58984375,403.6875,33792.0,65120.0,0.5189189189189191,206688.0,10533.3125,381.25,35488.0,60288.0,0.5886411889596603,195200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,32,96,63,127,1,2,0,BI_HORZ,3368579,3368579,0,11683.8115234375,392.46875,3744.0,59232.0,0.06320907617504051,401888.0,12582.58984375,403.6875,33792.0,65120.0,0.5189189189189191,206688.0,10533.3125,381.25,35488.0,60288.0,0.5886411889596603,195200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,32,96,63,127,3,1,2,BI_HORZ,9923817,9923817,0,10857.870849609377,386.359375,5280.0,56320.0,0.09375,395632.0,11103.921875,397.125,35968.0,61504.0,0.5848074921956296,203328.0,10380.0224609375,375.59375,34848.0,61120.0,0.5701570680628272,192304.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,32,96,63,127,3,2,0,BI_HORZ,3454055,3454055,0,10857.870849609377,386.359375,5280.0,56320.0,0.09375,395632.0,11103.921875,397.125,35968.0,61504.0,0.5848074921956296,203328.0,10380.0224609375,375.59375,34848.0,61120.0,0.5701570680628272,192304.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,32,128,63,159,1,1,2,BI_HORZ,15187320,15187320,0,11804.109130859375,388.515625,63552.0,3200.0,19.86,397840.0,10541.070739746094,392.9140625,33216.0,7264.0,4.572687224669604,201172.0,13028.455017089844,384.1171875,30336.0,64832.0,0.4679170779861797,196668.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,32,128,63,159,1,2,0,BI_HORZ,4480965,4480965,0,11804.109130859375,388.515625,63552.0,3200.0,19.86,397840.0,10541.070739746094,392.9140625,33216.0,7264.0,4.572687224669604,201172.0,13028.455017089844,384.1171875,30336.0,64832.0,0.4679170779861797,196668.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,32,128,63,159,3,1,2,BI_HORZ,18669288,18669288,0,10318.517684936523,362.54296875,62464.0,50400.0,1.2393650793650794,371244.0,10017.844665527344,382.3046875,34752.0,58816.0,0.5908596300326442,195740.0,9838.1396484375,342.78125,27712.0,57376.0,0.48298940323480205,175504.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,32,128,63,159,3,2,0,BI_HORZ,3593117,3593117,0,10318.517684936523,362.54296875,62464.0,50400.0,1.2393650793650794,371244.0,10017.844665527344,382.3046875,34752.0,58816.0,0.5908596300326442,195740.0,9838.1396484375,342.78125,27712.0,57376.0,0.48298940323480205,175504.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,32,128,63,159,3,2,0,BI_HORZ,1957874,1957874,0,10318.517684936523,362.54296875,62464.0,50400.0,1.2393650793650794,371244.0,10017.844665527344,382.3046875,34752.0,58816.0,0.5908596300326442,195740.0,9838.1396484375,342.78125,27712.0,57376.0,0.48298940323480205,175504.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,64,0,95,31,1,2,0,BI_HORZ,5104262,5104262,0,15731.184799194336,528.22265625,53984.0,62976.0,0.8572154471544715,540900.0,712.5625,566.75,65184.0,1536.0,42.4375,290176.0,27781.094665527344,489.6953125,54336.0,62592.0,0.8680981595092024,250724.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,64,0,95,31,3,2,0,BI_HORZ,7818692,7818692,0,18167.225814819336,520.97265625,1856.0,50656.0,0.03663929248262792,533476.0,724.40234375,566.6875,65216.0,2176.0,29.970588235294123,290144.0,31430.355407714844,475.2578125,2176.0,49632.0,0.04384268214055448,243332.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,64,64,95,95,1,2,0,BI_HORZ,5675608,5675608,0,8931.794677734375,317.546875,22880.0,60192.0,0.38011695906432746,325168.0,8428.542724609375,321.859375,42176.0,62752.0,0.6721060683324834,164792.0,9397.851318359377,313.234375,46240.0,62592.0,0.7387525562372188,160376.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,64,64,95,95,1,2,0,BI_HORZ,1434332,1434332,0,8931.794677734375,317.546875,22880.0,60192.0,0.38011695906432746,325168.0,8428.542724609375,321.859375,42176.0,62752.0,0.6721060683324834,164792.0,9397.851318359377,313.234375,46240.0,62592.0,0.7387525562372188,160376.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,64,128,95,159,2,1,2,BI_HORZ,20453476,20453476,0,11394.218688964844,330.0078125,13952.0,54592.0,0.2555685814771395,337928.0,11032.810302734375,342.046875,14432.0,55456.0,0.26024235429890363,175128.0,11465.7490234375,317.96875,65056.0,64640.0,1.0064356435643564,162800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,64,128,95,159,2,1,2,BI_HORZ,1768389,1768389,0,11394.218688964844,330.0078125,13952.0,54592.0,0.2555685814771395,337928.0,11032.810302734375,342.046875,14432.0,55456.0,0.26024235429890363,175128.0,11465.7490234375,317.96875,65056.0,64640.0,1.0064356435643564,162800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,64,128,95,159,2,2,0,BI_HORZ,1779534,1779534,0,11394.218688964844,330.0078125,13952.0,54592.0,0.2555685814771395,337928.0,11032.810302734375,342.046875,14432.0,55456.0,0.26024235429890363,175128.0,11465.7490234375,317.96875,65056.0,64640.0,1.0064356435643564,162800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,64,160,95,191,1,2,0,BI_HORZ,5733577,5733577,0,1702.8983764648438,285.4921875,15808.0,64672.0,0.24443344878772885,292344.0,1637.7490234375,288.96875,13248.0,56800.0,0.2332394366197183,147952.0,1743.874755859375,282.015625,2560.0,8000.0,0.32,144392.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,64,160,95,191,1,2,0,BI_HORZ,1805202,1805202,0,1702.8983764648438,285.4921875,15808.0,64672.0,0.24443344878772885,292344.0,1637.7490234375,288.96875,13248.0,56800.0,0.2332394366197183,147952.0,1743.874755859375,282.015625,2560.0,8000.0,0.32,144392.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,64,160,95,191,1,2,0,BI_HORZ,918937,918937,0,1702.8983764648438,285.4921875,15808.0,64672.0,0.24443344878772885,292344.0,1637.7490234375,288.96875,13248.0,56800.0,0.2332394366197183,147952.0,1743.874755859375,282.015625,2560.0,8000.0,0.32,144392.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,96,0,127,31,3,2,0,BI_HORZ,2808709,2808709,0,1337.8300170898438,561.8828125,58816.0,6464.0,9.099009900990099,575368.0,1950.5380859375,552.84375,63808.0,6752.0,9.450236966824646,283056.0,561.712646484375,570.921875,60544.0,63904.0,0.9474211316975464,292312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,96,64,127,95,3,2,0,BI_HORZ,4381410,4381410,0,2660.219711303711,592.12109375,19392.0,64768.0,0.2994071146245059,606332.0,2975.288818359375,592.765625,40352.0,63616.0,0.6343058350100603,303496.0,2344.3197631835933,591.4765625,44576.0,864.0,51.5925925925926,302836.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,96,64,127,95,3,2,0,BI_HORZ,1668070,1668070,0,2660.219711303711,592.12109375,19392.0,64768.0,0.2994071146245059,606332.0,2975.288818359375,592.765625,40352.0,63616.0,0.6343058350100603,303496.0,2344.3197631835933,591.4765625,44576.0,864.0,51.5925925925926,302836.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,96,160,127,191,2,1,2,BI_HORZ,41455897,41455897,0,15923.671630859375,401.484375,23584.0,49472.0,0.4767141009055628,411120.0,20724.27319335937,387.265625,5216.0,54880.0,0.09504373177842564,198280.0,10718.724365234377,415.703125,18368.0,57920.0,0.31712707182320443,212840.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,96,160,127,191,2,1,2,BI_HORZ,16178832,16178832,0,15923.671630859375,401.484375,23584.0,49472.0,0.4767141009055628,411120.0,20724.27319335937,387.265625,5216.0,54880.0,0.09504373177842564,198280.0,10718.724365234377,415.703125,18368.0,57920.0,0.31712707182320443,212840.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,96,160,127,191,2,1,2,BI_HORZ,8914823,8914823,0,15923.671630859375,401.484375,23584.0,49472.0,0.4767141009055628,411120.0,20724.27319335937,387.265625,5216.0,54880.0,0.09504373177842564,198280.0,10718.724365234377,415.703125,18368.0,57920.0,0.31712707182320443,212840.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,96,160,127,191,2,1,2,BI_HORZ,4310656,4310656,0,15923.671630859375,401.484375,23584.0,49472.0,0.4767141009055628,411120.0,20724.27319335937,387.265625,5216.0,54880.0,0.09504373177842564,198280.0,10718.724365234377,415.703125,18368.0,57920.0,0.31712707182320443,212840.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,0,159,31,1,2,0,BI_HORZ,2380226,2380226,0,1052.9003295898438,556.6171875,65504.0,43872.0,1.4930707512764405,569976.0,1915.036865234375,559.703125,1408.0,44448.0,0.03167746580273578,286568.0,171.7177734375,553.53125,64096.0,62976.0,1.0177845528455285,283408.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,0,159,31,2,2,0,BI_HORZ,3654479,3654479,0,1061.954833984375,557.328125,352.0,43552.0,0.008082292432035268,570704.0,1930.0473022460935,560.4140625,1632.0,44288.0,0.03684971098265896,286932.0,174.81634521484375,554.2421875,64256.0,62848.0,1.0224032586558045,283772.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,0,159,31,3,2,0,BI_HORZ,2409381,2409381,0,1062.244125366211,557.24609375,160.0,43520.0,0.0036764705882352936,570620.0,1929.49609375,560.4375,1568.0,44320.0,0.035379061371841165,286944.0,174.62200927734375,554.0546875,64128.0,62752.0,1.0219275879653238,283676.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,32,159,63,1,2,0,BI_HORZ,2322270,2322270,0,202.27734375,557.4375,63008.0,1504.0,41.893617021276604,570816.0,194.046875,558.125,64608.0,63776.0,1.0130456598093327,285760.0,209.5625,556.75,63936.0,4512.0,14.170212765957446,285056.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,32,159,63,2,2,0,BI_HORZ,3561200,3561200,0,199.5903167724609,557.94140625,63008.0,1440.0,43.755555555555546,571332.0,188.30706787109372,558.7109375,64640.0,63872.0,1.0120240480961924,286060.0,209.689208984375,557.171875,63904.0,4448.0,14.366906474820144,285272.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,32,159,63,3,2,0,BI_HORZ,2398020,2398020,0,201.02171325683597,557.90234375,63008.0,1536.0,41.020833333333336,571292.0,189.253662109375,558.609375,64544.0,64096.0,1.0069895157264104,286008.0,211.78997802734372,557.1953125,64000.0,4608.0,13.888888888888891,285284.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,192,159,223,1,2,0,BI_HORZ,1492682,1492682,0,313.34759521484375,470.2421875,63776.0,63424.0,1.0055499495459133,481528.0,504.41253662109375,474.4609375,64992.0,62944.0,1.032536858159634,242924.0,86.68695068359375,466.0234375,64320.0,288.0,223.33333333333331,238604.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,128,192,159,223,1,2,0,BI_HORZ,582214,582214,0,313.34759521484375,470.2421875,63776.0,63424.0,1.0055499495459133,481528.0,504.41253662109375,474.4609375,64992.0,62944.0,1.032536858159634,242924.0,86.68695068359375,466.0234375,64320.0,288.0,223.33333333333331,238604.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,128,192,159,223,1,2,0,BI_HORZ,308305,308305,0,313.34759521484375,470.2421875,63776.0,63424.0,1.0055499495459133,481528.0,504.41253662109375,474.4609375,64992.0,62944.0,1.032536858159634,242924.0,86.68695068359375,466.0234375,64320.0,288.0,223.33333333333331,238604.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,128,192,159,223,1,2,0,BI_HORZ,217046,217046,0,313.34759521484375,470.2421875,63776.0,63424.0,1.0055499495459133,481528.0,504.41253662109375,474.4609375,64992.0,62944.0,1.032536858159634,242924.0,86.68695068359375,466.0234375,64320.0,288.0,223.33333333333331,238604.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,192,159,223,2,1,2,BI_HORZ,2188760,2188760,0,306.366943359375,470.265625,63680.0,63456.0,1.0035300050428644,481552.0,498.83489990234375,474.3203125,64768.0,62976.0,1.0284552845528456,242852.0,81.01800537109375,466.2109375,64448.0,224.0,287.7142857142857,238700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,192,159,223,2,2,0,BI_HORZ,2188033,2188033,0,306.366943359375,470.265625,63680.0,63456.0,1.0035300050428644,481552.0,498.83489990234375,474.3203125,64768.0,62976.0,1.0284552845528456,242852.0,81.01800537109375,466.2109375,64448.0,224.0,287.7142857142857,238700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,128,192,159,223,2,1,2,BI_HORZ,874349,874349,0,306.366943359375,470.265625,63680.0,63456.0,1.0035300050428644,481552.0,498.83489990234375,474.3203125,64768.0,62976.0,1.0284552845528456,242852.0,81.01800537109375,466.2109375,64448.0,224.0,287.7142857142857,238700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,128,192,159,223,2,2,0,BI_HORZ,903230,903230,0,306.366943359375,470.265625,63680.0,63456.0,1.0035300050428644,481552.0,498.83489990234375,474.3203125,64768.0,62976.0,1.0284552845528456,242852.0,81.01800537109375,466.2109375,64448.0,224.0,287.7142857142857,238700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,128,192,159,223,2,1,2,BI_HORZ,414899,414899,0,306.366943359375,470.265625,63680.0,63456.0,1.0035300050428644,481552.0,498.83489990234375,474.3203125,64768.0,62976.0,1.0284552845528456,242852.0,81.01800537109375,466.2109375,64448.0,224.0,287.7142857142857,238700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,128,192,159,223,2,2,0,BI_HORZ,425857,425857,0,306.366943359375,470.265625,63680.0,63456.0,1.0035300050428644,481552.0,498.83489990234375,474.3203125,64768.0,62976.0,1.0284552845528456,242852.0,81.01800537109375,466.2109375,64448.0,224.0,287.7142857142857,238700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,128,192,159,223,2,2,0,BI_HORZ,281267,281267,0,306.366943359375,470.265625,63680.0,63456.0,1.0035300050428644,481552.0,498.83489990234375,474.3203125,64768.0,62976.0,1.0284552845528456,242852.0,81.01800537109375,466.2109375,64448.0,224.0,287.7142857142857,238700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,128,192,159,223,3,2,0,BI_HORZ,1639901,1639901,0,300.296875,470.375,63840.0,63488.0,1.0055443548387095,481664.0,490.41986083984375,474.1328125,64864.0,63552.0,1.0206445115810674,242756.0,81.93157958984375,466.6171875,64512.0,65216.0,0.9892051030421982,238908.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,128,192,159,223,3,2,0,BI_HORZ,621788,621788,0,300.296875,470.375,63840.0,63488.0,1.0055443548387095,481664.0,490.41986083984375,474.1328125,64864.0,63552.0,1.0206445115810674,242756.0,81.93157958984375,466.6171875,64512.0,65216.0,0.9892051030421982,238908.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,128,192,159,223,3,2,0,BI_HORZ,325269,325269,0,300.296875,470.375,63840.0,63488.0,1.0055443548387095,481664.0,490.41986083984375,474.1328125,64864.0,63552.0,1.0206445115810674,242756.0,81.93157958984375,466.6171875,64512.0,65216.0,0.9892051030421982,238908.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,128,192,159,223,3,2,0,BI_HORZ,214118,214118,0,300.296875,470.375,63840.0,63488.0,1.0055443548387095,481664.0,490.41986083984375,474.1328125,64864.0,63552.0,1.0206445115810674,242756.0,81.93157958984375,466.6171875,64512.0,65216.0,0.9892051030421982,238908.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,0,191,31,1,2,0,BI_HORZ,2438425,2438425,0,2058.5755462646484,544.05078125,57600.0,13408.0,4.295942720763724,557108.0,3541.068115234375,543.296875,60032.0,9344.0,6.424657534246576,278168.0,574.9462280273438,544.8046875,63104.0,4192.0,15.053435114503815,278940.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,0,191,31,2,2,0,BI_HORZ,3713745,3713745,0,2048.002914428711,544.37109375,57952.0,13536.0,4.281323877068559,557436.0,3529.491943359375,543.734375,60224.0,9440.0,6.379661016949152,278392.0,565.7030639648438,545.0078125,63264.0,4288.0,14.75373134328358,279044.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,0,191,31,3,2,0,BI_HORZ,2669193,2669193,0,2052.820068359375,544.234375,57760.0,13760.0,4.197674418604652,557296.0,3532.3187866210938,543.5390625,60096.0,9600.0,6.26,278292.0,572.3544311523438,544.9296875,63200.0,4416.0,14.31159420289855,279004.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,32,191,63,1,2,0,BI_HORZ,2492717,2492717,0,1648.025146484375,538.921875,54432.0,60128.0,0.905268759978712,551856.0,536.825927734375,548.546875,62816.0,62816.0,1.0,280856.0,2573.943115234375,529.296875,57152.0,60992.0,0.9370409233997902,271000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,32,191,63,2,2,0,BI_HORZ,3737029,3737029,0,1633.9628295898438,539.3828125,54624.0,60032.0,0.9099147121535182,552328.0,538.261474609375,548.859375,62912.0,62944.0,0.9994916115912558,281016.0,2550.0537109375,529.90625,57248.0,60832.0,0.9410836401893741,271312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,32,191,63,3,2,0,BI_HORZ,2518036,2518036,0,1639.427719116211,539.25390625,54496.0,60064.0,0.9072988811933936,552196.0,545.4633178710939,548.7109375,62880.0,62496.0,1.0061443932411671,280940.0,2554.521240234375,529.796875,57152.0,60960.0,0.93753280839895,271256.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,192,191,223,1,2,0,BI_HORZ,2136808,2136808,0,2806.8489837646484,473.05078125,63712.0,15392.0,4.139293139293138,484404.0,902.1942749023438,460.6796875,62208.0,62592.0,0.9938650306748468,235868.0,4405.415771484375,485.421875,1504.0,16608.0,0.0905587668593449,248536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,160,192,191,223,1,2,0,BI_HORZ,951345,951345,0,2806.8489837646484,473.05078125,63712.0,15392.0,4.139293139293138,484404.0,902.1942749023438,460.6796875,62208.0,62592.0,0.9938650306748468,235868.0,4405.415771484375,485.421875,1504.0,16608.0,0.0905587668593449,248536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,32,416,240,32,32,160,192,191,223,1,2,0,BI_HORZ,597736,597736,0,2806.8489837646484,473.05078125,63712.0,15392.0,4.139293139293138,484404.0,902.1942749023438,460.6796875,62208.0,62592.0,0.9938650306748468,235868.0,4405.415771484375,485.421875,1504.0,16608.0,0.0905587668593449,248536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,37,416,240,32,32,160,192,191,223,1,2,0,BI_HORZ,398927,398927,0,2806.8489837646484,473.05078125,63712.0,15392.0,4.139293139293138,484404.0,902.1942749023438,460.6796875,62208.0,62592.0,0.9938650306748468,235868.0,4405.415771484375,485.421875,1504.0,16608.0,0.0905587668593449,248536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,192,191,223,2,1,2,BI_HORZ,3709941,3709941,0,2867.6673431396484,473.30078125,63552.0,15872.0,4.004032258064516,484660.0,901.0,459.75,62080.0,62368.0,0.995382247306311,235392.0,4467.087341308594,486.8515625,1472.0,17216.0,0.08550185873605948,249268.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,22,416,240,32,32,160,192,191,223,2,2,0,BI_HORZ,3703388,3703388,0,2867.6673431396484,473.30078125,63552.0,15872.0,4.004032258064516,484660.0,901.0,459.75,62080.0,62368.0,0.995382247306311,235392.0,4467.087341308594,486.8515625,1472.0,17216.0,0.08550185873605948,249268.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,160,192,191,223,2,1,2,BI_HORZ,1580230,1580230,0,2867.6673431396484,473.30078125,63552.0,15872.0,4.004032258064516,484660.0,901.0,459.75,62080.0,62368.0,0.995382247306311,235392.0,4467.087341308594,486.8515625,1472.0,17216.0,0.08550185873605948,249268.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
BasketballPass,27,416,240,32,32,160,192,191,223,2,2,0,BI_HORZ,1586279,1586279,0,2867.6673431396484,473.30078125,63552.0,15872.0,4.004032258064516,484660.0,901.0,459.75,62080.0,62368.0,0.995382247306311,235392.0,4467.087341308594,486.8515625,1472.0,17216.0,0.08550185873605948,249268.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
