topLeft_x,topLeft_y,bottomRight_x,bottomRight_y,POC,variance,mean,gradientH,gradientV,ratioGrad,sum,quarter1Var,quarter1Mean,quarter1GradH,quarter1GradV,quarter1RatioGrad,quarter1Sum,quarter2Var,quarter2Mean,quarter2GradH,quarter2GradV,quarter2RatioGrad,quarter2Sum,quarter3Var,quarter3Mean,quarter3GradH,quarter3GradV,quarter3RatioGrad,quarter3Sum,quarter4Var,quarter4Mean,quarter4GradH,quarter4GradV,quarter4RatioGrad,quarter4Sum,videoname,CU_width,CU_height
64.0,48.0,95.0,63.0,0.0,27301.0458984375,326.28125,54880.0,5120.0,10.71875,167056.0,31575.75,386.5,24800.0,46112.0,0.5378209576682859,98944.0,15773.74609375,266.0625,28896.0,24544.0,1.1773142112125163,68112.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
96.0,48.0,127.0,63.0,0.0,4981.646240234375,560.203125,9280.0,63552.0,0.14602215508559918,286824.0,9098.677490234375,551.203125,12640.0,60864.0,0.20767613038906416,141108.0,702.614990234375,569.203125,61632.0,2688.0,22.928571428571427,145716.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
128.0,48.0,159.0,63.0,0.0,206.81292724609375,556.5859375,64000.0,4480.0,14.285714285714286,284972.0,134.396240234375,559.796875,864.0,608.0,1.4210526315789473,143308.0,258.609375,553.375,63488.0,3872.0,16.39669421487603,141664.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
160.0,48.0,191.0,63.0,0.0,2548.7196655273438,529.6953125,57344.0,61216.0,0.9367485624673288,271204.0,402.460693359375,550.734375,480.0,384.0,1.25,140988.0,3809.6943359375,508.65625,57184.0,60832.0,0.9400315623356128,130216.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
192.0,48.0,223.0,63.0,0.0,3686.669677734375,468.453125,1952.0,57856.0,0.03373893805309734,239848.0,3669.316162109375,472.609375,3520.0,60768.0,0.057925223802001054,120988.0,3669.474365234375,464.296875,63936.0,62624.0,1.020950434338273,118860.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
224.0,48.0,255.0,63.0,0.0,3464.5057983398438,459.3671875,65024.0,57984.0,1.1214128035320088,235196.0,3847.37109375,461.0625,65408.0,61216.0,1.0684788290642968,118032.0,3075.892333984375,457.671875,64928.0,62304.0,1.042116076014381,117164.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
256.0,48.0,287.0,63.0,0.0,14462.735778808594,471.3515625,47008.0,25728.0,1.8271144278606966,241332.0,2863.8818359375,454.34375,992.0,64128.0,0.015469061876247504,116312.0,25483.058349609375,488.359375,56384.0,27136.0,2.077830188679245,125020.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
288.0,48.0,319.0,63.0,0.0,9219.101318359375,446.765625,24416.0,18720.0,1.3042735042735043,228744.0,17079.630615234375,422.703125,24352.0,18176.0,1.3397887323943662,108212.0,200.564208984375,470.828125,128.0,544.0,0.23529411764705882,120532.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
320.0,48.0,351.0,63.0,0.0,307.18695068359375,458.0234375,61568.0,1280.0,48.1,234508.0,369.52734375,461.6875,62784.0,64704.0,0.9703264094955489,118192.0,217.995849609375,454.359375,64192.0,2112.0,30.393939393939394,116316.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
352.0,48.0,383.0,63.0,0.0,2555.3124389648438,393.9921875,56160.0,12544.0,4.4770408163265305,201724.0,908.6787109375,426.90625,59328.0,6144.0,9.65625,109288.0,2035.275146484375,361.078125,62624.0,6400.0,9.785,92436.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
384.0,48.0,415.0,63.0,0.0,4097.455017089844,340.1171875,55616.0,21696.0,2.5634218289085546,174140.0,2781.6787109375,380.90625,3520.0,15904.0,0.22132796780684105,97512.0,2085.736083984375,299.328125,52448.0,5792.0,9.05524861878453,76628.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
0.0,64.0,31.0,79.0,0.0,32351.952880859375,416.484375,9600.0,53728.0,0.1786777843954735,213240.0,24174.52734375,415.3125,35552.0,63712.0,0.5580110497237569,106320.0,40526.6318359375,417.65625,39232.0,55552.0,0.706221198156682,106920.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
32.0,64.0,63.0,79.0,0.0,12471.095153808594,423.6484375,31584.0,54368.0,0.5809299587992937,216908.0,10584.875,462.5,56672.0,62656.0,0.9044943820224719,118400.0,11338.427490234375,384.796875,41216.0,57248.0,0.7199552822806037,98508.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
64.0,64.0,95.0,79.0,0.0,5113.695251464844,306.4921875,11520.0,54016.0,0.2132701421800948,156924.0,6976.802490234375,271.203125,60032.0,53280.0,1.1267267267267267,69428.0,759.9521484375,341.78125,11712.0,736.0,15.91304347826087,87496.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
96.0,64.0,127.0,79.0,0.0,7832.509521484375,591.578125,22176.0,13664.0,1.6229508196721312,302888.0,13751.714599609375,617.359375,23584.0,17184.0,1.37243947858473,158044.0,583.958740234375,565.796875,63680.0,62016.0,1.0268317853457172,144844.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
128.0,64.0,159.0,79.0,0.0,185.65911865234375,555.5703125,63136.0,61376.0,1.0286757038581855,284452.0,140.691162109375,556.609375,288.0,64096.0,0.0044932601098352475,142492.0,228.4677734375,554.53125,63040.0,62816.0,1.0035659704533877,141960.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
160.0,64.0,191.0,79.0,0.0,1560.1630859375,539.15625,63808.0,2720.0,23.458823529411763,276048.0,373.999755859375,553.984375,1888.0,1632.0,1.1568627450980393,141820.0,2306.579833984375,524.328125,62752.0,1088.0,57.6764705882353,134228.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
192.0,64.0,223.0,79.0,0.0,471.234130859375,515.484375,3200.0,5728.0,0.5586592178770949,263928.0,499.947021484375,521.578125,5696.0,4576.0,1.2447552447552448,133524.0,368.253662109375,509.390625,62272.0,1152.0,54.05555555555556,130404.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
224.0,64.0,255.0,79.0,0.0,238.87005615234375,494.0703125,65408.0,4448.0,14.70503597122302,252964.0,231.80859375,493.4375,65344.0,1952.0,33.47540983606557,126320.0,245.130615234375,494.703125,64096.0,2496.0,25.67948717948718,126644.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
256.0,64.0,287.0,79.0,0.0,16299.370849609375,443.640625,56480.0,32384.0,1.7440711462450593,227144.0,3099.511474609375,469.140625,43648.0,65184.0,0.6696121747668139,120100.0,28198.730224609375,418.140625,13024.0,32736.0,0.3978494623655914,107044.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
288.0,64.0,319.0,79.0,0.0,19845.3818359375,505.65625,11680.0,8064.0,1.4484126984126984,258896.0,37699.632568359375,536.234375,14080.0,7808.0,1.8032786885245902,137276.0,121.087646484375,475.078125,65280.0,256.0,255.0,121620.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
320.0,64.0,351.0,79.0,0.0,292.36907958984375,478.6171875,63872.0,256.0,249.5,245052.0,302.9375,478.25,992.0,0.0,0.0,122432.0,281.531005859375,478.984375,62720.0,256.0,245.0,122620.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
352.0,64.0,383.0,79.0,0.0,2486.87109375,428.5625,57760.0,1152.0,50.138888888888886,219424.0,412.1943359375,468.65625,62848.0,1120.0,56.114285714285714,119976.0,1346.5302734375,388.46875,64736.0,32.0,2023.0,99448.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
384.0,64.0,415.0,79.0,0.0,7842.433532714844,393.7421875,47040.0,12480.0,3.769230769230769,201596.0,1495.1318359375,411.65625,2784.0,61632.0,0.045171339563862926,105384.0,13547.907958984375,375.828125,43232.0,16384.0,2.638671875,96212.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
0.0,80.0,31.0,95.0,0.0,7614.794677734375,428.453125,28832.0,14656.0,1.9672489082969433,219368.0,2792.5458984375,390.28125,9536.0,6816.0,1.3990610328638498,99912.0,9522.859375,466.625,19680.0,7840.0,2.510204081632653,119456.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
32.0,80.0,63.0,95.0,0.0,13937.532165527344,418.3046875,26336.0,864.0,30.48148148148148,214172.0,11948.1318359375,454.34375,1216.0,3328.0,0.36538461538461536,116312.0,13329.304443359375,382.265625,23200.0,63072.0,0.3678335870116692,97860.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
64.0,80.0,95.0,95.0,0.0,8243.68359375,285.4375,32032.0,608.0,52.68421052631579,146144.0,8074.613037109375,225.890625,11648.0,320.0,36.4,57828.0,1321.093505859375,344.984375,13952.0,288.0,48.44444444444444,88316.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
96.0,80.0,127.0,95.0,0.0,6994.200622558594,597.3984375,18176.0,56736.0,0.320360970107163,305868.0,11818.872802734375,625.953125,21088.0,54432.0,0.38741916519694297,160244.0,538.7880859375,568.84375,64128.0,2304.0,27.833333333333332,145624.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
128.0,80.0,159.0,95.0,0.0,600.0888061523438,560.0703125,63040.0,6976.0,9.036697247706423,286756.0,408.995849609375,561.640625,192.0,2464.0,0.07792207792207792,143780.0,786.25,558.5,63040.0,4512.0,13.97163120567376,142976.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
160.0,80.0,191.0,95.0,0.0,1352.7592163085938,536.1484375,64640.0,62560.0,1.0332480818414322,274508.0,388.181396484375,548.078125,224.0,64544.0,0.0034705007436787306,140308.0,2032.7021484375,524.21875,64000.0,63552.0,1.0070493454179255,134200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
192.0,80.0,223.0,95.0,0.0,472.78216552734375,522.3046875,2720.0,62464.0,0.043545081967213115,267420.0,483.577880859375,528.484375,5056.0,2272.0,2.2253521126760565,135292.0,385.609375,516.125,62624.0,60192.0,1.0404040404040404,132128.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
224.0,80.0,255.0,95.0,0.0,5608.171325683594,498.9765625,59712.0,55712.0,1.0717978173463527,255476.0,235.200927734375,493.453125,64864.0,64320.0,1.0084577114427862,126324.0,10920.125,504.5,60576.0,56928.0,1.0640809443507588,129152.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
256.0,80.0,287.0,95.0,0.0,17221.052490234375,405.203125,40160.0,58240.0,0.6895604395604396,207464.0,5941.820068359375,461.765625,57088.0,60960.0,0.9364829396325459,118212.0,22101.652099609375,348.640625,62336.0,62816.0,0.9923586347427407,89252.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
288.0,80.0,319.0,95.0,0.0,34316.823181152344,489.0703125,32000.0,45504.0,0.7032348804500703,250404.0,46714.406005859375,437.015625,61504.0,31872.0,1.929718875502008,111876.0,16499.859375,541.125,38592.0,13632.0,2.8309859154929575,138528.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
320.0,80.0,351.0,95.0,0.0,365.55859375,476.0625,63488.0,65184.0,0.9739813451153657,243744.0,422.681396484375,476.078125,352.0,65440.0,0.0053789731051344745,121876.0,308.435302734375,476.046875,62688.0,65280.0,0.9602941176470589,121868.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
352.0,80.0,383.0,95.0,0.0,3833.8637084960938,430.8359375,53024.0,2016.0,26.3015873015873,220588.0,637.05859375,480.4375,65152.0,1696.0,38.41509433962264,122992.0,2110.038818359375,381.234375,58208.0,320.0,181.9,97596.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
384.0,80.0,415.0,95.0,0.0,11522.4755859375,411.84375,44352.0,352.0,126.0,210864.0,2746.0224609375,375.40625,8128.0,65056.0,0.1249385145105755,96104.0,17643.5458984375,448.28125,31712.0,832.0,38.11538461538461,114760.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
0.0,96.0,31.0,111.0,0.0,7126.204040527344,409.3046875,27552.0,64160.0,0.42942643391521196,209564.0,3843.568115234375,384.703125,9344.0,63456.0,0.14725163893091275,98484.0,9198.3662109375,433.90625,18368.0,704.0,26.09090909090909,111080.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
32.0,96.0,63.0,111.0,0.0,12577.525817871094,407.2890625,33792.0,61280.0,0.5514360313315927,208532.0,13225.538818359375,461.234375,6368.0,63296.0,0.1006066734074823,118076.0,6109.3193359375,353.34375,32128.0,63520.0,0.5057934508816121,90456.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
64.0,96.0,95.0,111.0,0.0,1836.4115600585938,328.8984375,5824.0,12128.0,0.48021108179419525,168396.0,1783.55859375,310.5625,1824.0,11264.0,0.16193181818181818,79504.0,1216.851318359375,347.234375,3520.0,864.0,4.074074074074074,88892.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
96.0,96.0,127.0,111.0,0.0,9262.879333496094,519.8359375,22112.0,58688.0,0.3767720828789531,266156.0,15078.339599609375,481.359375,23104.0,61792.0,0.37389953392024855,123228.0,486.52734375,558.3125,65216.0,62432.0,1.044592516658124,142928.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
128.0,96.0,159.0,111.0,0.0,781.3193359375,556.65625,63648.0,2656.0,23.96385542168675,285008.0,507.87109375,559.0625,960.0,256.0,3.75,143120.0,1043.1875,554.25,62976.0,2400.0,26.24,141888.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
160.0,96.0,191.0,111.0,0.0,1299.919677734375,527.546875,63808.0,55104.0,1.1579558652729385,270104.0,573.734130859375,538.515625,320.0,56704.0,0.0056433408577878106,137860.0,1785.478271484375,516.578125,63008.0,63936.0,0.9854854854854855,132244.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
192.0,96.0,223.0,111.0,0.0,330.13275146484375,514.4921875,3392.0,61984.0,0.054723799690242644,263420.0,319.125,520.5,5824.0,64544.0,0.090233019335647,133248.0,268.952880859375,508.484375,63552.0,62976.0,1.0091463414634145,130172.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
224.0,96.0,255.0,111.0,0.0,18101.713806152344,479.9296875,6944.0,55008.0,0.12623618382780685,245724.0,694.923583984375,482.671875,60320.0,64960.0,0.9285714285714286,123564.0,35493.46484375,477.1875,992.0,55584.0,0.017846862406447898,122160.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
256.0,96.0,287.0,111.0,0.0,24836.75,404.5,48960.0,21472.0,2.2801788375558867,207104.0,17715.33984375,453.8125,29952.0,65152.0,0.45972495088408644,116176.0,27094.71484375,355.1875,25120.0,21856.0,1.1493411420204978,90928.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
288.0,96.0,319.0,111.0,0.0,25030.861083984375,510.671875,10272.0,60928.0,0.16859243697478993,261464.0,37781.773193359375,492.734375,18080.0,9760.0,1.8524590163934427,126140.0,11636.441162109375,528.609375,52800.0,51168.0,1.0318949343339587,135324.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
320.0,96.0,351.0,111.0,0.0,268.65472412109375,472.0390625,62368.0,64992.0,0.9596258000984736,241684.0,343.673583984375,473.328125,63168.0,928.0,68.06896551724138,121172.0,190.3125,470.75,64448.0,64064.0,1.005994005994006,120512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
352.0,96.0,383.0,111.0,0.0,3846.30859375,438.5625,54240.0,896.0,60.535714285714285,224544.0,754.359375,486.375,65440.0,960.0,68.16666666666667,124512.0,2366.1875,390.75,58688.0,65472.0,0.8963831867057673,100032.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
384.0,96.0,415.0,111.0,0.0,4895.306091308594,412.8515625,62688.0,58528.0,1.071077091306725,211380.0,3246.49609375,387.9375,3168.0,63008.0,0.05027932960893855,99312.0,5302.695068359375,437.765625,58656.0,61056.0,0.960691823899371,112068.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
0.0,112.0,31.0,127.0,0.0,9179.671630859375,389.484375,30272.0,53952.0,0.561091340450771,199416.0,3046.935302734375,328.046875,7840.0,51872.0,0.15114127082048118,83980.0,7763.275146484375,450.921875,24448.0,2080.0,11.753846153846155,115436.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
32.0,112.0,63.0,127.0,0.0,10962.517517089844,387.8828125,36384.0,62272.0,0.5842754367934224,198596.0,11858.2412109375,443.90625,65248.0,63936.0,1.0205205205205206,113640.0,3789.542724609375,331.859375,41728.0,63872.0,0.6533066132264529,84956.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
64.0,112.0,95.0,127.0,0.0,2691.6649780273438,322.8046875,4160.0,2912.0,1.4285714285714286,165276.0,269.519287109375,311.109375,64864.0,128.0,506.75,79644.0,4840.25,334.5,4800.0,2784.0,1.7241379310344827,85632.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
96.0,112.0,127.0,127.0,0.0,10308.58984375,490.3125,28288.0,46656.0,0.6063100137174211,251040.0,14153.8896484375,436.78125,26368.0,51104.0,0.5159674389480275,111816.0,732.1005859375,543.84375,1216.0,61088.0,0.01990570979570456,139224.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
128.0,112.0,159.0,127.0,0.0,546.7538452148438,542.2421875,62272.0,57120.0,1.0901960784313725,277628.0,411.1240234375,545.96875,64384.0,62240.0,1.0344473007712083,139768.0,654.609130859375,538.515625,63840.0,60416.0,1.0566737288135593,137860.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
160.0,112.0,191.0,127.0,0.0,1283.6200561523438,526.0703125,62048.0,63328.0,0.9797877716018191,269348.0,443.886474609375,538.859375,0.0,64256.0,0.0,137948.0,1796.2333984375,513.28125,60800.0,64608.0,0.9410599306587419,131400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
192.0,112.0,223.0,127.0,0.0,314.83685302734375,505.8046875,3008.0,576.0,5.222222222222222,258972.0,296.159912109375,511.609375,5792.0,992.0,5.838709677419355,130972.0,266.125,500.0,63232.0,65120.0,0.971007371007371,128000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
224.0,112.0,255.0,127.0,0.0,485.695068359375,481.765625,160.0,63616.0,0.0025150905432595573,246664.0,637.269287109375,476.890625,64192.0,64896.0,0.9891518737672583,122084.0,286.589599609375,486.640625,65504.0,64256.0,1.0194223107569722,124580.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
256.0,112.0,287.0,127.0,0.0,19175.734375,335.125,34240.0,29056.0,1.1784140969162995,171584.0,11972.984375,422.625,37536.0,60448.0,0.6209634727368978,108192.0,11065.984375,247.625,1440.0,34144.0,0.04217432052483599,63392.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
288.0,112.0,319.0,127.0,0.0,22407.907653808594,440.3515625,28448.0,64768.0,0.4392292490118577,225460.0,42637.913818359375,409.234375,16576.0,2176.0,7.617647058823529,104764.0,241.3427734375,471.46875,1856.0,62592.0,0.02965235173824131,120696.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
320.0,112.0,351.0,127.0,0.0,223.62738037109375,465.2109375,64864.0,64672.0,1.0029688273132114,238188.0,242.9375,461.25,448.0,800.0,0.56,118080.0,172.939208984375,469.171875,64544.0,63872.0,1.0105210420841684,120108.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
352.0,112.0,383.0,127.0,0.0,3577.3125,440.0,55296.0,65504.0,0.844162188568637,225280.0,818.3662109375,487.90625,63552.0,224.0,283.7142857142857,124904.0,1746.2412109375,392.09375,61024.0,65280.0,0.9348039215686275,100376.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
384.0,112.0,415.0,127.0,0.0,3022.296875,379.375,62880.0,58400.0,1.0767123287671232,194240.0,2670.390380859375,394.484375,1856.0,63936.0,0.02902902902902903,100988.0,2917.616943359375,364.265625,61280.0,60000.0,1.0213333333333334,93252.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
0.0,128.0,31.0,143.0,0.0,8267.568115234375,401.296875,26464.0,13120.0,2.0170731707317073,205464.0,4166.0849609375,343.59375,2976.0,10592.0,0.2809667673716012,87960.0,5709.75,459.0,22112.0,2528.0,8.746835443037975,117504.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
32.0,128.0,63.0,143.0,0.0,10659.05859375,398.4375,32512.0,2272.0,14.309859154929578,204000.0,9396.0,431.5,59072.0,62048.0,0.9520371325425477,110464.0,9735.859375,365.375,38592.0,5760.0,6.7,93536.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
64.0,128.0,95.0,143.0,0.0,10971.834411621094,334.5390625,64960.0,65184.0,0.9965635738831615,171284.0,386.875,295.0,3680.0,1216.0,3.026315789473684,75520.0,18430.118896484375,374.078125,60192.0,63968.0,0.9409704852426213,95764.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
96.0,128.0,127.0,143.0,0.0,7400.456481933594,484.2734375,33632.0,63520.0,0.5294710327455919,247948.0,8039.49609375,429.0625,32384.0,61024.0,0.5306764551651809,109840.0,664.921630859375,539.484375,1312.0,2496.0,0.5256410256410257,138108.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
128.0,128.0,159.0,143.0,0.0,528.802490234375,552.796875,1856.0,3200.0,0.58,283032.0,447.2646484375,553.21875,896.0,2208.0,0.4057971014492754,141624.0,609.984375,552.375,1632.0,992.0,1.6451612903225807,141408.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
160.0,128.0,191.0,143.0,0.0,1465.7865600585938,524.8984375,57344.0,2048.0,28.0,268748.0,501.468505859375,543.015625,61792.0,64704.0,0.9549950544015826,139012.0,1773.6396484375,506.78125,61184.0,2880.0,21.244444444444444,129736.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,BasketballPass,32,16
